# The count includes the diagonal cell (x,x).
# Ratios use exact integer arithmetic and are shown to 50 decimal places.
# "3,1 pattern" means gcd>1 blocks of lengths 3 and 1 alternate between single blue cells without end.
# combined_flag is "both" exactly when x_flag="between_primes" and pattern_flag="3,1 pattern".
# bot_boring__only=False: when True, only rows with at least one interesting flag are written.
column_x  non_blue  x_flag          pattern_flag  combined_flag                                        non_blue/total
     150       110  between_primes  -             -              0.73333333333333333333333333333333333333333333333333
     151         1  prime           -             -              0.00662251655629139072847682119205298013245033112583
     152        80  neither         -             -              0.52631578947368421052631578947368421052631578947368
     153        57  neither         -             -              0.37254901960784313725490196078431372549019607843137
     154        94  neither         -             -              0.61038961038961038961038961038961038961038961038961
     155        35  neither         -             -              0.22580645161290322580645161290322580645161290322581
     156       108  neither         -             -              0.69230769230769230769230769230769230769230769230769
     157         1  prime           -             -              0.00636942675159235668789808917197452229299363057325
     158        80  neither         -             -              0.50632911392405063291139240506329113924050632911392
     159        55  neither         -             -              0.34591194968553459119496855345911949685534591194969
     160        96  neither         -             -              0.60000000000000000000000000000000000000000000000000
     161        29  neither         -             -              0.18012422360248447204968944099378881987577639751553
     162       108  neither         3,1 pattern   -              0.66666666666666666666666666666666666666666666666667
     163         1  prime           -             -              0.00613496932515337423312883435582822085889570552147
     164        84  neither         -             -              0.51219512195121951219512195121951219512195121951220
     165        85  neither         -             -              0.51515151515151515151515151515151515151515151515152
     166        84  neither         -             -              0.50602409638554216867469879518072289156626506024096
     167         1  prime           -             -              0.00598802395209580838323353293413173652694610778443
     168       120  neither         -             -              0.71428571428571428571428571428571428571428571428571
     169        13  neither         -             -              0.07692307692307692307692307692307692307692307692308
     170       106  neither         -             -              0.62352941176470588235294117647058823529411764705882
     171        63  neither         -             -              0.36842105263157894736842105263157894736842105263158
     172        88  neither         -             -              0.51162790697674418604651162790697674418604651162791
     173         1  prime           -             -              0.00578034682080924855491329479768786127167630057803
     174       118  neither         -             -              0.67816091954022988505747126436781609195402298850575
     175        55  neither         -             -              0.31428571428571428571428571428571428571428571428571
     176        96  neither         -             -              0.54545454545454545454545454545454545454545454545455
     177        61  neither         -             -              0.34463276836158192090395480225988700564971751412429
     178        90  neither         -             -              0.50561797752808988764044943820224719101123595505618
     179         1  prime           -             -              0.00558659217877094972067039106145251396648044692737
     180       132  between_primes  -             -              0.73333333333333333333333333333333333333333333333333
     181         1  prime           -             -              0.00552486187845303867403314917127071823204419889503
     182       110  neither         -             -              0.60439560439560439560439560439560439560439560439560
     183        63  neither         -             -              0.34426229508196721311475409836065573770491803278689
     184        96  neither         -             -              0.52173913043478260869565217391304347826086956521739
     185        41  neither         -             -              0.22162162162162162162162162162162162162162162162162
     186       126  neither         -             -              0.67741935483870967741935483870967741935483870967742
     187        27  neither         -             -              0.14438502673796791443850267379679144385026737967914
     188        96  neither         -             -              0.51063829787234042553191489361702127659574468085106
     189        81  neither         -             -              0.42857142857142857142857142857142857142857142857143
     190       118  neither         -             -              0.62105263157894736842105263157894736842105263157895
     191         1  prime           -             -              0.00523560209424083769633507853403141361256544502618
     192       128  between_primes  3,1 pattern   both           0.66666666666666666666666666666666666666666666666667
     193         1  prime           -             -              0.00518134715025906735751295336787564766839378238342
     194        98  neither         -             -              0.50515463917525773195876288659793814432989690721649
     195        99  neither         -             -              0.50769230769230769230769230769230769230769230769231
     196       112  neither         -             -              0.57142857142857142857142857142857142857142857142857
     197         1  prime           -             -              0.00507614213197969543147208121827411167512690355330
     198       138  between_primes  -             -              0.69696969696969696969696969696969696969696969696970
     199         1  prime           -             -              0.00502512562814070351758793969849246231155778894472
     200       120  neither         -             -              0.60000000000000000000000000000000000000000000000000
     201        69  neither         -             -              0.34328358208955223880597014925373134328358208955224
     202       102  neither         -             -              0.50495049504950495049504950495049504950495049504950
     203        35  neither         -             -              0.17241379310344827586206896551724137931034482758621
     204       140  neither         -             -              0.68627450980392156862745098039215686274509803921569
     205        45  neither         -             -              0.21951219512195121951219512195121951219512195121951
     206       104  neither         -             -              0.50485436893203883495145631067961165048543689320388
     207        75  neither         -             -              0.36231884057971014492753623188405797101449275362319
     208       112  neither         -             -              0.53846153846153846153846153846153846153846153846154
     209        29  neither         -             -              0.13875598086124401913875598086124401913875598086124
     210       162  neither         -             -              0.77142857142857142857142857142857142857142857142857
     211         1  prime           -             -              0.00473933649289099526066350710900473933649289099526
     212       108  neither         -             -              0.50943396226415094339622641509433962264150943396226
     213        73  neither         -             -              0.34272300469483568075117370892018779342723004694836
     214       108  neither         -             -              0.50467289719626168224299065420560747663551401869159
     215        47  neither         -             -              0.21860465116279069767441860465116279069767441860465
     216       144  neither         3,1 pattern   -              0.66666666666666666666666666666666666666666666666667
     217        37  neither         -             -              0.17050691244239631336405529953917050691244239631336
     218       110  neither         -             -              0.50458715596330275229357798165137614678899082568807
     219        75  neither         -             -              0.34246575342465753424657534246575342465753424657534
     220       140  neither         -             -              0.63636363636363636363636363636363636363636363636364
     221        29  neither         -             -              0.13122171945701357466063348416289592760180995475113
     222       150  neither         -             -              0.67567567567567567567567567567567567567567567567568
     223         1  prime           -             -              0.00448430493273542600896860986547085201793721973094
     224       128  neither         -             -              0.57142857142857142857142857142857142857142857142857
     225       105  neither         -             -              0.46666666666666666666666666666666666666666666666667
     226       114  neither         -             -              0.50442477876106194690265486725663716814159292035398
     227         1  prime           -             -              0.00440528634361233480176211453744493392070484581498
     228       156  between_primes  -             -              0.68421052631578947368421052631578947368421052631579
     229         1  prime           -             -              0.00436681222707423580786026200873362445414847161572
     230       142  neither         -             -              0.61739130434782608695652173913043478260869565217391
     231       111  neither         -             -              0.48051948051948051948051948051948051948051948051948
     232       120  neither         -             -              0.51724137931034482758620689655172413793103448275862
     233         1  prime           -             -              0.00429184549356223175965665236051502145922746781116
     234       162  neither         -             -              0.69230769230769230769230769230769230769230769230769
     235        51  neither         -             -              0.21702127659574468085106382978723404255319148936170
     236       120  neither         -             -              0.50847457627118644067796610169491525423728813559322
     237        81  neither         -             -              0.34177215189873417721518987341772151898734177215190
     238       142  neither         -             -              0.59663865546218487394957983193277310924369747899160
     239         1  prime           -             -              0.00418410041841004184100418410041841004184100418410
     240       176  between_primes  -             -              0.73333333333333333333333333333333333333333333333333
     241         1  prime           -             -              0.00414937759336099585062240663900414937759336099585
     242       132  neither         -             -              0.54545454545454545454545454545454545454545454545455
     243        81  neither         -             -              0.33333333333333333333333333333333333333333333333333
     244       124  neither         -             -              0.50819672131147540983606557377049180327868852459016
     245        77  neither         -             -              0.31428571428571428571428571428571428571428571428571
     246       166  neither         -             -              0.67479674796747967479674796747967479674796747967480
     247        31  neither         -             -              0.12550607287449392712550607287449392712550607287449
     248       128  neither         -             -              0.51612903225806451612903225806451612903225806451613
     249        85  neither         -             -              0.34136546184738955823293172690763052208835341365462
     250       150  neither         -             -              0.60000000000000000000000000000000000000000000000000
     251         1  prime           -             -              0.00398406374501992031872509960159362549800796812749
     252       180  neither         -             -              0.71428571428571428571428571428571428571428571428571
     253        33  neither         -             -              0.13043478260869565217391304347826086956521739130435
     254       128  neither         -             -              0.50393700787401574803149606299212598425196850393701
     255       127  neither         -             -              0.49803921568627450980392156862745098039215686274510
     256       128  neither         -             -              0.50000000000000000000000000000000000000000000000000
     257         1  prime           -             -              0.00389105058365758754863813229571984435797665369650
     258       174  neither         -             -              0.67441860465116279069767441860465116279069767441860
     259        43  neither         -             -              0.16602316602316602316602316602316602316602316602317
     260       164  neither         -             -              0.63076923076923076923076923076923076923076923076923
     261        93  neither         -             -              0.35632183908045977011494252873563218390804597701149
