# INCLUDE_DIAGONAL=False: The non_blue count excludes the diagonal cell (x,x).
# Ratios use exact integer arithmetic and are shown to 50 decimal places; total is column_x.
# "3,1 pattern" means gcd>1 blocks of lengths 3 and 1 alternate between single blue cells without end.
# combined_flag is "both" exactly when x_flag="between_primes" and pattern_flag="3,1 pattern".
# OUTPUT_MODE='interesting_but_only_prime_excluded': only interesting rows whose x_flag is not "prime" are written.
column_x  non_blue  x_flag          pattern_flag  combined_flag                                        non_blue/total  column_x - non_blue
   21738     14493  between_primes  -             -              0.66671266905879105713497101849296163400496825834943                 7245
   21840     17231  between_primes  -             -              0.78896520146520146520146520146520146520146520146520                 4609
   22038     14693  between_primes  -             -              0.66671204283510300390235048552500226880842181686178                 7345
   22092     15803  between_primes  -             -              0.71532681513670106826000362122035125837407206228499                 6289
   22110     16829  between_primes  -             -              0.76114880144730890999547715965626413387607417458164                 5281
   22158     14777  between_primes  -             -              0.66689231880133586063724162830580377290369166892319                 7381
   22272     15103  between_primes  -             -              0.67811602011494252873563218390804597701149425287356                 7169
   22278     15101  between_primes  -             -              0.67784361253254331627614687135290421043181614148487                 7177
   22368     14943  between_primes  -             -              0.66805257510729613733905579399141630901287553648069                 7425
   22482     14993  between_primes  -             -              0.66688906680900275776176496752957921893070011564807                 7489
   22542     16013  between_primes  -             -              0.71036287818294738709963623458433147014461893354627                 6529
   22572     16091  between_primes  -             -              0.71287435761119971646287435761119971646287435761120                 6481
   22620     17243  between_primes  -             -              0.76229000884173297966401414677276746242263483642794                 5377
   22638     16757  between_primes  -             -              0.74021556674617899107695026062373001148511352592985                 5881
   22698     15785  between_primes  -             -              0.69543572120891708520574499955943254912327077275531                 6913
   22740     16691  between_primes  -             -              0.73399296394019349164467897977132805628847845206684                 6049
   22860     16811  between_primes  -             -              0.73538932633420822397200349956255468066491688538933                 6049
   22962     15569  between_primes  -             -              0.67803327236303457886943646023865516941033011061754                 7393
   23028     15827  between_primes  -             -              0.68729372937293729372937293729372937293729372937294                 7201
   23040     16895  between_primes  -             -              0.73328993055555555555555555555555555555555555555556                 6145
   23058     16577  between_primes  -             -              0.71892618613930089339925405499175990979269667794258                 6481
   23202     15473  between_primes  -             -              0.66688216533057495043530730109473321265408154469442                 7729
   23292     15539  between_primes  -             -              0.66713893182208483599519148205392409410956551605702                 7753
   23328     15551  neither         3,1 pattern   -              0.66662379972565157750342935528120713305898491083676                 7777
   23370     17609  between_primes  -             -              0.75348737697903294822421908429610611895592640136928                 5761
   23538     15693  between_primes  -             -              0.66670915115982666326790721386693856742289064491461                 7845
   23562     17801  between_primes  -             -              0.75549613784907902554961378490790255496137849079026                 5761
   23628     16507  between_primes  -             -              0.69862028102251565938716776705603521245979346538006                 7121
   23670     17381  between_primes  -             -              0.73430502746092099704267004647232784114913392479932                 6289
   23688     17063  between_primes  -             -              0.72032252617359000337723741979061127997298210064168                 6625
   23742     15833  between_primes  -             -              0.66687726392047847696066043298795383708196445118356                 7909
   23832     15911  between_primes  -             -              0.66763175562269217858341725411211816045652903658946                 7921
   23910     17541  between_primes  -             -              0.73362609786700125470514429109159347553324968632371                 6369
   24108     17387  between_primes  -             -              0.72121287539406006304961008793761407001825120292019                 6721
   24180     18419  between_primes  -             -              0.76174524400330851943755169561621174524400330851944                 5761
   24372     16259  between_primes  -             -              0.66711800426719185951091416379451829968816674872805                 8113
   24420     18659  between_primes  -             -              0.76408681408681408681408681408681408681408681408681                 5761
   24576     16383  neither         3,1 pattern   -              0.66662597656250000000000000000000000000000000000000                 8193
   24918     16613  between_primes  -             -              0.66670679829841881370896540653342964924953848623485                 8305
   24978     17057  between_primes  -             -              0.68288093522299623668828569140843942669549203298903                 7921
   25032     17927  between_primes  -             -              0.71616331096196868008948545861297539149888143176734                 7105
   25170     18465  between_primes  -             -              0.73361144219308700834326579261025029797377830750894                 6705
   25302     16869  between_primes  -             -              0.66670618923405264405975812188759781835428029404790                 8433
   25308     17531  between_primes  -             -              0.69270586375849533744270586375849533744270586375850                 7777
   25410     20129  between_primes  -             -              0.79216843762298307752853207398661944116489571035026                 5281
   25470     18701  between_primes  -             -              0.73423635649784059678052610914801727522575579112682                 6769
   25578     18521  between_primes  -             -              0.72409883493627335991868011572445069982015794823677                 7057
   25602     17601  between_primes  -             -              0.68748535270681977970471056948675884696508085305835                 8001
   25800     19079  between_primes  -             -              0.73949612403100775193798449612403100775193798449612                 6721
   25848     17255  between_primes  -             -              0.66755648406066233364283503559269575982667904673476                 8593
   25932     17291  between_primes  -             -              0.66678235384852691655097948480641678235384852691655                 8641
   25998     18581  between_primes  -             -              0.71470882375567351334718055235018078313716439726133                 7417
   26112     17919  between_primes  -             -              0.68623621323529411764705882352941176470588235294118                 8193
   26244     17495  neither         3,1 pattern   -              0.66662856271909769852156683432403597012650510592897                 8749
   26250     20249  between_primes  -             -              0.77139047619047619047619047619047619047619047619048                 6001
   26262     17513  between_primes  -             -              0.66685705582210037316274465006473231284746020866651                 8749
   26682     17789  between_primes  -             -              0.66670414511655797916198186043025260475226744621842                 8893
   26700     19659  between_primes  -             -              0.73629213483146067415730337078651685393258426966292                 7041
   26712     19223  between_primes  -             -              0.71963911350703803533992213237496256364180892482779                 7489
   26730     20249  between_primes  -             -              0.75753834642723531612420501309390198279087167976057                 6481
   26862     18941  between_primes  -             -              0.70512247784975057702330429603156875884148611421339                 7921
   26880     20735  between_primes  -             -              0.77139136904761904761904761904761904761904761904762                 6145
   26892     18035  between_primes  -             -              0.67064554514353711140859735237245277405919976201101                 8857
   26952     17975  between_primes  -             -              0.66692638765212229148115167705550608489165924606708                 8977
   27060     20659  between_primes  -             -              0.76345158906134515890613451589061345158906134515891                 6401
   27108     18107  between_primes  -             -              0.66795779843588608528847572672273867492990998967095                 9001
   27240     20007  between_primes  -             -              0.73447136563876651982378854625550660792951541850220                 7233
   27282     18189  between_primes  -             -              0.66670332087090389267648999340224323729931823180119                 9093
   27408     18287  between_primes  -             -              0.66721395213076474022183304144775248102743724460012                 9121
   27480     20183  between_primes  -             -              0.73446142649199417758369723435225618631732168850073                 7297
   27528     18887  between_primes  -             -              0.68610142400464981110142400464981110142400464981110                 8641
   27540     20627  between_primes  -             -              0.74898329702251270878721859114015976761074800290487                 6913
   27582     18389  between_primes  -             -              0.66670292219563483431223261547385976361395112754695                 9193
   27648     18431  neither         3,1 pattern   -              0.66663049768518518518518518518518518518518518518519                 9217
   27690     20969  between_primes  -             -              0.75727699530516431924882629107981220657276995305164                 6721
   27738     19025  between_primes  -             -              0.68588218328646621962650515538250775109957459081405                 8713
   27750     20549  between_primes  -             -              0.74050450450450450450450450450450450450450450450450                 7201
   27792     18575  between_primes  -             -              0.66835780080598733448474381116868163500287852619459                 9217
   27918     19637  between_primes  -             -              0.70338133104090550899061537359409699835231750125367                 8281
   27942     18629  between_primes  -             -              0.66670245508553432109369408059551928995776966573617                 9313
   28098     20105  between_primes  -             -              0.71553135454480745960566588369278952238593494198875                 7993
   28110     20621  between_primes  -             -              0.73358235503379580220562077552472429740305940946282                 7489
   28182     20981  between_primes  -             -              0.74448229366262153147399049038393300688382655595770                 7201
   28278     18857  between_primes  -             -              0.66684348256595233043355258504844755640427187212674                 9421
   28308     20243  between_primes  -             -              0.71509820545428854034195280486081673025293203334746                 8065
   28350     21869  between_primes  -             -              0.77139329805996472663139329805996472663139329805996                 6481
   28410     20841  between_primes  -             -              0.73357972544878563885955649419218585005279831045407                 7569
   28548     19907  between_primes  -             -              0.69731679977581616925879220961188174302928401289057                 8641
   28572     19051  between_primes  -             -              0.66677166456670866582668346633067338653226935461291                 9521
   28620     21131  between_primes  -             -              0.73832983927323549965059399021663172606568832983927                 7489
   28662     19701  between_primes  -             -              0.68735608122252459702742306887167678459284069499686                 8961
   28752     19183  between_primes  -             -              0.66718836950473010573177518085698386199220923761825                 9569
   29022     20741  between_primes  -             -              0.71466473709599614085865894838398456343463579353594                 8281
   29130     21369  between_primes  -             -              0.73357363542739443872296601441812564366632337796087                 7761
   29208     19479  between_primes  -             -              0.66690632703368940016433853738701725554642563681183                 9729
   29388     20027  between_primes  -             -              0.68146862665033346944331019463726691166462501701375                 9361
   29400     22679  between_primes  -             -              0.77139455782312925170068027210884353741496598639456                 6721
   29568     21887  between_primes  -             -              0.74022591991341991341991341991341991341991341991342                 7681
   29670     22277  between_primes  -             -              0.75082574991573980451634647792382878328277721604314                 7393
   29760     22079  between_primes  -             -              0.74190188172043010752688172043010752688172043010753                 7681
   29880     22007  between_primes  -             -              0.73651271753681392235609103078982597054886211512718                 7873
   30012     20411  between_primes  -             -              0.68009462881514061042249766759962681594029055044649                 9601
   30090     22665  between_primes  -             -              0.75324027916251246261216350947158524426719840478564                 7425
   30138     20093  between_primes  -             -              0.66669984736877032318003848961444024155551131461942                10045
   30270     22205  between_primes  -             -              0.73356458539808391146349520977865873802444664684506                 8065
   30390     22293  between_primes  -             -              0.73356367226061204343534057255676209279368213228036                 8097
   30468     20315  between_primes  -             -              0.66676513062885650518576867533149533937245634764343                10153
   30492     22571  between_primes  -             -              0.74022694477239931785386330840876295421749967204513                 7921
   30558     21317  between_primes  -             -              0.69759146541003992407880096864978074481314222134956                 9241
   30840     22647  between_primes  -             -              0.73433852140077821011673151750972762645914396887160                 8193
   30852     20579  between_primes  -             -              0.66702320757163230908855179566964864514456113055880                10273
   30870     23813  between_primes  -             -              0.77139617751862649821833495302883057985098801425332                 7057
   31080     24167  between_primes  -             -              0.77757400257400257400257400257400257400257400257400                 6913
   31104     20735  neither         3,1 pattern   -              0.66663451646090534979423868312757201646090534979424                10369
   31122     23345  between_primes  -             -              0.75011246063877642825011246063877642825011246063878                 7777
   31152     21871  between_primes  -             -              0.70207370313302516692347200821777092963533641499743                 9281
   31182     20789  between_primes  -             -              0.66669873645051632351997947533833621961387980245013                10393
   31248     22607  between_primes  -             -              0.72347030209933435739887352790578597030209933435740                 8641
   31320     23255  between_primes  -             -              0.74249680715197956577266922094508301404853128991060                 8065
   31392     21023  between_primes  -             -              0.66969291539245667686034658511722731906218144750255                10369
   31512     21911  between_primes  -             -              0.69532241685707032241685707032241685707032241685707                 9601
   31542     22541  between_primes  -             -              0.71463445564643966774459450890875657853021368334284                 9001
   31722     21801  between_primes  -             -              0.68725174957442784187630035937204463779080764138453                 9921
   31728     21167  between_primes  -             -              0.66713943519919314170448814926878466969238527483611                10561
   31770     23321  between_primes  -             -              0.73405728674850487881649354737173434057286748504879                 8449
   31848     21239  between_primes  -             -              0.66688646068826927907560914343129866867621200703341                10609
   32028     22043  between_primes  -             -              0.68824153865367803172224303734232546521793430748095                 9985
   32058     22265  between_primes  -             -              0.69452242809907043483685819452242809907043483685819                 9793
   32118     21717  between_primes  -             -              0.67616289930879880440874276106855968615729497478050                10401
   32142     22421  between_primes  -             -              0.69756082384419140065957314417273349511542530023023                 9721
   32190     24125  between_primes  -             -              0.74945635290462876669773221497359428393911152531842                 8065
   32298     23081  between_primes  -             -              0.71462629264969967180630379590067496439408012880054                 9217
   32322     21549  between_primes  -             -              0.66669760534620382402079079264896974197141266010767                10773
   32370     24497  between_primes  -             -              0.75678097003398208217485325919060858819894964473278                 7873
   32412     22043  between_primes  -             -              0.68008762186844378625200543008762186844378625200543                10369
   32442     21629  between_primes  -             -              0.66669749090684914616854694531779791628136366438567                10813
   32532     21691  between_primes  -             -              0.66675888356080167219968031476699864748555268658552                10841
   32562     21869  between_primes  -             -              0.67161108040046680179350162766414839383330262268902                10693
   32610     23921  between_primes  -             -              0.73354799141367678626188285801901257283042011652867                 8689
   32718     24077  between_primes  -             -              0.73589461458524359679687022434134115777247998043890                 8641
   32802     24401  between_primes  -             -              0.74388756783122980306078897628193402841290165233827                 8401
   32832     22463  between_primes  -             -              0.68418006822612085769980506822612085769980506822612                10369
   32910     24141  between_primes  -             -              0.73354603463992707383773928896991795806745670009116                 8769
   32940     24299  between_primes  -             -              0.73767455980570734669095324833029751062537947783849                 8641
   32970     25481  between_primes  -             -              0.77285410979678495602062481043372763117986047922354                 7489
   33072     23087  between_primes  -             -              0.69808297048863086598935655539429124334784712143203                 9985
   33150     25469  between_primes  -             -              0.76829562594268476621417797888386123680241327300151                 7681
   33180     25691  between_primes  -             -              0.77429174201326100060277275467148884870403857745630                 7489
   33288     22919  between_primes  -             -              0.68850636866137947608747897140110550348473924537371                10369
   33330     25329  between_primes  -             -              0.75994599459945994599459945994599459945994599459946                 8001
   33348     23843  between_primes  -             -              0.71497541081923953460477389948422694014633561233057                 9505
   33588     22427  between_primes  -             -              0.66770870549005597237108491127783732285340002381803                11161
   33600     25919  between_primes  -             -              0.77139880952380952380952380952380952380952380952381                 7681
   33618     23297  between_primes  -             -              0.69299184960437860669879231364150157653637932060206                10321
   33750     24749  between_primes  -             -              0.73330370370370370370370370370370370370370370370370                 9001
   33768     24263  between_primes  -             -              0.71852049277422411750769959725183605780620705993840                 9505
   33810     26417  between_primes  -             -              0.78133688257911860396332446021887015675835551611949                 7393
   33828     22555  between_primes  -             -              0.66675535059713846517677663474045169681920302707816                11273
   34032     22703  between_primes  -             -              0.66710742830277385989656793606017865538316878232252                11329
   34128     22895  between_primes  -             -              0.67085677449601500234411626816690107829348335677450                11233
   34158     22773  between_primes  -             -              0.66669594238538556121552784120850166871596697698929                11385
   34212     22811  between_primes  -             -              0.66675435519700689816438676487782064772594411317666                11401
   34260     25139  between_primes  -             -              0.73377116170461179217746643315820198482194979568009                 9121
   34302     22869  between_primes  -             -              0.66669581948574427147105125065593842924610809865314                11433
   34368     22975  between_primes  -             -              0.66849976722532588454376163873370577281191806331471                11393
   34470     25301  between_primes  -             -              0.73400058021467943138961415723817812590658543661155                 9169
   34500     25699  between_primes  -             -              0.74489855072463768115942028985507246376811594202899                 8801
   34512     23023  between_primes  -             -              0.66710129809921186833565136764024107556791840519240                11489
   34590     25373  between_primes  -             -              0.73353570396068227811506215669268574732581671003180                 9217
   34650     27449  between_primes  -             -              0.79217893217893217893217893217893217893217893217893                 7201
   34758     23177  between_primes  -             -              0.66681051844179757178203579032165256919270383796536                11581
   34842     23229  between_primes  -             -              0.66669536765972102634751162390218701567074220768039                11613
   34848     24287  between_primes  -             -              0.69694100091827364554637281910009182736455463728191                10561
   34962     23309  between_primes  -             -              0.66669526914936216463589039528631085178193467192952                11653
   34992     23327  neither         3,1 pattern   -              0.66663808870598994055784179240969364426154549611340                11665
   35052     23963  between_primes  -             -              0.68364144699303891361405911217619536688348739016319                11089
   35082     23393  between_primes  -             -              0.66680918989795336639872299184767117040077532637820                11689
   35280     27215  between_primes  -             -              0.77140022675736961451247165532879818594104308390023                 8065
   35448     25367  between_primes  -             -              0.71561160009027307605506657639359061160009027307606                10081
   35508     24787  between_primes  -             -              0.69806804100484397882167398896023431339416469527994                10721
   35532     25595  between_primes  -             -              0.72033659799617246425757064054936395361927276820894                 9937
   35592     23735  between_primes  -             -              0.66686334007642166779051472240953023151269948302989                11857
   35730     26225  between_primes  -             -              0.73397705009795689896445563951861181080324657150854                 9505
   35802     25433  between_primes  -             -              0.71037930841852410479861460253617116362214401430088                10369
   35838     25037  between_primes  -             -              0.69861599419610469334226240303588369886712428148892                10801
   35898     24377  between_primes  -             -              0.67906290044013594072093152821884227533567329656248                11521
   36012     24011  between_primes  -             -              0.66674997223147839609019215816949905587026546706653                12001
   36108     24971  between_primes  -             -              0.69156419629998892212252132491414644954026808463498                11137
   36342     24245  between_primes  -             -              0.66713444499477188927411810026966044796654009135436                12097
   36468     24323  between_primes  -             -              0.66696830097619831084786662279258528024569485576396                12145
   36528     24367  between_primes  -             -              0.66707731055628558913710030661410424879544459045116                12161
   36780     26987  between_primes  -             -              0.73374116367591082109842305600870038064165307232191                 9793
   36792     26423  between_primes  -             -              0.71817242878886714503152859317242878886714503152859                10369
   36864     24575  neither         3,1 pattern   -              0.66663953993055555555555555555555555555555555555556                12289
   36900     27299  between_primes  -             -              0.73981029810298102981029810298102981029810298102981                 9601
   36930     27089  between_primes  -             -              0.73352288112645545626861630111020850257243433522881                 9841
   37020     27163  between_primes  -             -              0.73373851971907077255537547271745002701242571582928                 9857
   37200     27599  between_primes  -             -              0.74190860215053763440860215053763440860215053763441                 9601
   37308     24875  between_primes  -             -              0.66674707837461134341160072906615203173582073549909                12433
   37338     26753  between_primes  -             -              0.71650865070437623868445015801596229042798221650865                10585
   37362     25889  between_primes  -             -              0.69292329104437663936620095283978373748728654782935                11473
   37548     26891  between_primes  -             -              0.71617662725045275380845850644508362629167998295515                10657
   37572     25571  between_primes  -             -              0.68058660704780155434898328542531672522090918769296                12001
   37590     29045  between_primes  -             -              0.77267890396382016493748337323756318169725990955041                 8545
   37692     25163  between_primes  -             -              0.66759524567547490183593335455799639180728005942906                12529
   37782     25193  between_primes  -             -              0.66679900481710867608914297813773754698004340691334                12589
   37812     25843  between_primes  -             -              0.68346027716068972812863641172114672590711943298424                11969
   37992     25335  between_primes  -             -              0.66685091598231206569804169298799747315224257738471                12657
   38238     25493  between_primes  -             -              0.66669281866206391547675087609184580783513782101574                12745
   38328     25559  between_primes  -             -              0.66684930077228136088499269463577541223126695888124                12769
   38448     25775  between_primes  -             -              0.67038597586350395339159384103204327923429047024553                12673
   38460     28219  between_primes  -             -              0.73372334893395735829433177327093083723348933957358                10241
   38568     25719  between_primes  -             -              0.66684816428126944617299315494710640945861854387057                12849
   38610     29969  between_primes  -             -              0.77619787619787619787619787619787619787619787619788                 8641
   38652     25771  between_primes  -             -              0.66674428231398116526958501500569181413639656421401                12881
   38670     28365  between_primes  -             -              0.73351435221101629169899146625290923196276183087665                10305
   38712     25815  between_primes  -             -              0.66684748915065096094234345939243645381277123372598                12897
   38748     25835  between_primes  -             -              0.66674409001754929286672860534737276762671621761123                12913
   38922     26969  between_primes  -             -              0.69289861774831714711474230512306664611273829710703                11953
   39042     26081  between_primes  -             -              0.66802417908918600481532708365350135751242251933815                12961
   39162     26441  between_primes  -             -              0.67516980746642153107604310300801797660997906133497                12721
   39228     28043  between_primes  -             -              0.71487203018252268787600693382277964719078209442235                11185
   39240     28871  between_primes  -             -              0.73575433231396534148827726809378185524974515800204                10369
   39342     26549  between_primes  -             -              0.67482588582176808499822073102536729195262060901835                12793
   39366     26243  neither         3,1 pattern   -              0.66664126403495402123660011177157953563989229284154                13123
   39372     27083  between_primes  -             -              0.68787463171797216295844762775576551864269023671645                12289
   39510     28997  between_primes  -             -              0.73391546443938243482662617058972412047582890407492                10513
   39828     26555  between_primes  -             -              0.66674199055940544340664858893240936024907100532289                13273
   39840     29343  between_primes  -             -              0.73652108433734939759036144578313253012048192771084                10497
   40038     26693  between_primes  -             -              0.66669164293920775263499675308456965882411708876567                13345
   40128     28607  between_primes  -             -              0.71289374003189792663476874003189792663476874003190                11521
   40152     28727  between_primes  -             -              0.71545626618848376170551902769475991233313409045627                11425
   40428     26963  between_primes  -             -              0.66693875531809636885327001088354605718808746413377                13465
   40530     31313  between_primes  -             -              0.77258820626696274364668147051566740685911670367629                 9217
   40638     28157  between_primes  -             -              0.69287366504257099266696195678921206752300802204833                12481
   40698     30329  between_primes  -             -              0.74522089537569413730404442478745884318639736596393                10369
   40848     28175  between_primes  -             -              0.68975225225225225225225225225225225225225225225225                12673
   41142     27429  between_primes  -             -              0.66669097272859851246900977103689660201254192795683                13713
   41178     27453  between_primes  -             -              0.66669095147894506775462625673903540725630190878625                13725
   41202     29537  between_primes  -             -              0.71688267559827192854715790495607009368477258385515                11665
   41232     27503  between_primes  -             -              0.66703046177726038028715560729530461777260380287156                13729
   41388     27595  between_primes  -             -              0.66673915144486324538513578815115492413259882091427                13793
   41412     30659  between_primes  -             -              0.74034096397179561479764319520911813001062493963102                10753
   41472     27647  neither         3,1 pattern   -              0.66664255401234567901234567901234567901234567901235                13825
   41520     30511  between_primes  -             -              0.73485067437379576107899807321772639691714836223507                11009
   41610     31241  between_primes  -             -              0.75080509492910358086998317712088440278779139629897                10369
   41760     31007  between_primes  -             -              0.74250478927203065134099616858237547892720306513410                10753
   41850     31049  between_primes  -             -              0.74191158900836320191158900836320191158900836320191                10801
   41958     30293  between_primes  -             -              0.72198388865055531722198388865055531722198388865056                11665
   41982     27989  between_primes  -             -              0.66669048639893287599447382211423943594873993616312                13993
   42018     28401  between_primes  -             -              0.67592460374125374839354562330429815793231472226189                13617
   42072     28055  between_primes  -             -              0.66683304810800532420612283704126259745198706978513                14017
   42180     31811  between_primes  -             -              0.75417259364627785680417259364627785680417259364628                10369
   42222     28661  between_primes  -             -              0.67881673061437165458765572450381317796409454786604                13561
   42282     28673  between_primes  -             -              0.67813726881415259448465067877583841823943995080649                13609
   42408     29447  between_primes  -             -              0.69437370307489152990001886436521411054518015468779                12961
   42462     30365  between_primes  -             -              0.71510998068861570345249870472422401205783995101503                12097
   42570     32489  between_primes  -             -              0.76319003993422598073760864458538877143528306319004                10081
   42642     29177  between_primes  -             -              0.68423150884104873129778152994700060972749871019183                13465
   42702     29781  between_primes  -             -              0.69741464100042152592384431642546016580019671209779                12921
   42840     33623  between_primes  -             -              0.78485060690943043884220354808590102707749766573296                 9217
   42900     33299  between_primes  -             -              0.77620046620046620046620046620046620046620046620047                 9601
   43050     33449  between_primes  -             -              0.77698025551684088269454123112659698025551684088269                 9601
   43320     32375  between_primes  -             -              0.74734533702677746999076638965835641735918744228994                10945
   43398     28937  between_primes  -             -              0.66678187934927876860684824185446333932439282916263                14461
   43542     29621  between_primes  -             -              0.68028570116209636672637912819806164163336548619723                13921
   43578     29105  between_primes  -             -              0.66788287668089402909725090642067098077011335995227                14473
   43608     29879  between_primes  -             -              0.68517244542285819115758576407998532379379930288021                13729
   43650     32129  between_primes  -             -              0.73605956471935853379152348224513172966781214203895                11521
   43782     29189  between_primes  -             -              0.66668950710337581654561235210817230825453382668677                14593
   43788     29707  between_primes  -             -              0.67842787978441582168630675070795651776742486525989                14081
   43890     35249  between_primes  -             -              0.80312143996354522670312143996354522670312143996355                 8641
   43962     30201  between_primes  -             -              0.68697966425549338064692234202265593012146854101269                13761
   44028     29363  between_primes  -             -              0.66691650767693286090669573907513400563277914054692                14665
   44088     30807  between_primes  -             -              0.69876156777354382144801306477953184540010887316277                13281
   44130     32369  between_primes  -             -              0.73349195558576931792431452526625878087468842057557                11761
   44202     29849  between_primes  -             -              0.67528618614542328401429799556581150174200262431564                14353
   44268     32747  between_primes  -             -              0.73974428481069847293756212162284268546128128670823                11521
   44280     32759  between_primes  -             -              0.73981481481481481481481481481481481481481481481481                11521
   44382     30749  between_primes  -             -              0.69282592041818755351268532287864449551620026136722                13633
   44532     29699  between_primes  -             -              0.66691368005030090721279080211982394682475523219258                14833
   44622     30365  between_primes  -             -              0.68049392676258347900138944915064318049392676258348                14257
   44700     32859  between_primes  -             -              0.73510067114093959731543624161073825503355704697987                11841
   44772     33251  between_primes  -             -              0.74267399267399267399267399267399267399267399267399                11521
   45120     33343  between_primes  -             -              0.73898492907801418439716312056737588652482269503546                11777
   45138     30093  between_primes  -             -              0.66668882094908945899242323541140502459125348929948                15045
   45180     33179  between_primes  -             -              0.73437361664453297919433377600708277999114652501107                12001
   45318     33509  between_primes  -             -              0.73941921532282978066110596231078158789002162496138                11809
   45342     31661  between_primes  -             -              0.69827091879493626218517048211371355476158969608751                13681
   45588     31027  between_primes  -             -              0.68059577081688163551811880319382293586031411775029                14561
   45822     32741  between_primes  -             -              0.71452577364584697306970450875125485574614813844878                13081
   46050     33809  between_primes  -             -              0.73418023887079261672095548317046688382193268186754                12241
   46092     31483  between_primes  -             -              0.68304694957910266423674390349735311984726199774364                14609
   46182     31229  between_primes  -             -              0.67621584166991468537525442813217270798146463990299                14953
   46272     30911  between_primes  -             -              0.66802818118948824343015214384508990318118948824343                15361
   46308     31843  between_primes  -             -              0.68763496588062537790446575105813250410296277101149                14465
   46350     34109  between_primes  -             -              0.73590075512405609492988133764832793959007551240561                12241
   46440     34343  between_primes  -             -              0.73951335055986218776916451335055986218776916451335                12097
   46590     34173  between_primes  -             -              0.73348358016741790083708950418544752092723760463619                12417
   46656     31103  neither         3,1 pattern   -              0.66664523319615912208504801097393689986282578875171                15553
   46680     34263  between_primes  -             -              0.73399742930591259640102827763496143958868894601542                12417
   46770     34305  between_primes  -             -              0.73348300192431045542014111610006414368184733803720                12465
   46818     32129  between_primes  -             -              0.68625315049767183561877910205476526122431543423470                14689
   46830     36173  between_primes  -             -              0.77243220158018364296391202220798633354687166346359                10657
   47058     33857  between_primes  -             -              0.71947384079221386374261549577117599557992264864635                13201
   47148     31435  between_primes  -             -              0.66673029608891151268346483413930601510138287944345                15713
   47352     31575  between_primes  -             -              0.66681449569183983781044095286365940192600101368474                15777
   47388     33067  between_primes  -             -              0.69779269013252300160378154807124166455642778762556                14321
   47418     33881  between_primes  -             -              0.71451769370281327765827322957526677632966384073559                13537
   47658     33305  between_primes  -             -              0.69883335431616937345251584204121028998279407444710                14353
   47700     35219  between_primes  -             -              0.73834381551362683438155136268343815513626834381551                12481
   47712     34271  between_primes  -             -              0.71828890006706908115358819584171696847753185781355                13441
   47742     32189  between_primes  -             -              0.67422814293494197980813539441162917347408989987851                15553
   47778     31853  between_primes  -             -              0.66668759680187534011469714094353049520699903721378                15925
   47808     32063  between_primes  -             -              0.67066181392235609103078982597054886211512717536814                15745
   48120     35319  between_primes  -             -              0.73397755610972568578553615960099750623441396508728                12801
   48312     33911  between_primes  -             -              0.70191670806424904785560523265441298228183474085113                14401
   48408     32279  between_primes  -             -              0.66681127086431994711617914394314989257973888613452                16129
   48480     35679  between_primes  -             -              0.73595297029702970297029702970297029702970297029703                12801
   48540     35611  between_primes  -             -              0.73364235681911825298722702925422332097239390193655                12929
   48648     32439  between_primes  -             -              0.66681055747409965466206216082881105081401085347805                16209
   48678     35717  between_primes  -             -              0.73374008792472985743046139940013969349603516989194                12961
   48732     33131  between_primes  -             -              0.67986128211442173520479356480341459410654190265124                15601
   48780     35819  between_primes  -             -              0.73429684296842968429684296842968429684296842968430                12961
